date,geo,var1
2015-01-22,geo 55,135.29
2015-01-22,geo 56,109.27
2015-01-22,geo 57,130.09
2015-01-22,geo 58,109.27
2015-01-22,geo 59,156.1
2015-01-22,geo 6,2435.23
2015-01-22,geo 60,202.94
2015-01-22,geo 61,135.29
2015-01-22,geo 62,161.31
2015-01-22,geo 63,150.9
2015-01-22,geo 64,88.46
2015-01-22,geo 65,104.07
2015-01-22,geo 66,62.44
2015-01-22,geo 67,140.5
2015-01-22,geo 68,135.29
2015-01-22,geo 69,52.04
2015-01-22,geo 7,1899.27
2015-01-22,geo 70,119.68
2015-01-22,geo 71,52.04
2015-01-22,geo 72,57.23
2015-01-22,geo 73,72.85
2015-01-22,geo 74,52.04
2015-01-22,geo 75,31.22
2015-01-22,geo 76,109.27
2015-01-22,geo 77,88.46
2015-01-22,geo 78,98.87
2015-01-22,geo 79,41.63
2015-01-22,geo 8,2050.17
2015-01-22,geo 80,36.42
2015-01-22,geo 81,52.04
2015-01-22,geo 82,72.85
2015-01-22,geo 83,31.22
2015-01-22,geo 84,46.83
2015-01-22,geo 85,31.22
2015-01-22,geo 86,83.25
2015-01-22,geo 87,26.02
2015-01-22,geo 88,57.23
2015-01-22,geo 89,31.22
2015-01-22,geo 9,1706.74
2015-01-22,geo 90,36.42
2015-01-22,geo 91,72.85
2015-01-22,geo 92,15.61
2015-01-22,geo 93,26.02
2015-01-22,geo 94,67.65
2015-01-22,geo 95,31.22
2015-01-22,geo 96,41.63
2015-01-22,geo 97,20.81
2015-01-22,geo 98,15.61
2015-01-22,geo 99,36.42
2015-01-23,geo 1,5483.6
2015-01-23,geo 10,1275.5
2015-01-23,geo 11,1202.31
2015-01-23,geo 12,1380.05
2015-01-23,geo 13,1102.99
2015-01-23,geo 14,1123.9
2015-01-23,geo 15,1134.36
2015-01-23,geo 16,982.77
2015-01-23,geo 17,747.52
2015-01-23,geo 18,716.16
2015-01-23,geo 19,841.62
2015-01-23,geo 2,5060.17
2015-01-23,geo 20,784.11
2015-01-23,geo 21,710.93
2015-01-23,geo 22,454.79
2015-01-23,geo 23,527.97
2015-01-23,geo 24,439.11
2015-01-23,geo 25,371.15
2015-01-23,geo 26,292.74
2015-01-23,geo 27,365.92
2015-01-23,geo 28,423.42
2015-01-23,geo 29,345.01
2015-01-23,geo 3,4046.05
2015-01-23,geo 30,282.28
2015-01-23,geo 31,287.51
2015-01-23,geo 32,219.55
2015-01-23,geo 33,303.19
2015-01-23,geo 34,219.55
2015-01-23,geo 35,287.51
2015-01-23,geo 36,224.78
2015-01-23,geo 37,214.33
2015-01-23,geo 38,235.23
2015-01-23,geo 39,203.87
2015-01-23,geo 4,3450.12
2015-01-23,geo 40,172.5
2015-01-23,geo 41,203.87
2015-01-23,geo 42,209.09
2015-01-23,geo 43,193.42
2015-01-23,geo 44,266.6
2015-01-23,geo 45,146.37
2015-01-23,geo 46,115.01
2015-01-23,geo 47,224.78
2015-01-23,geo 48,177.74
2015-01-23,geo 49,120.23
2015-01-23,geo 5,2441.22
2015-01-23,geo 50,193.42
2015-01-23,geo 51,167.28
2015-01-23,geo 52,156.82
2015-01-23,geo 53,151.6
2015-01-23,geo 54,104.55
2015-01-23,geo 55,172.5
2015-01-23,geo 56,146.37
2015-01-23,geo 57,120.23
2015-01-23,geo 58,83.64
2015-01-23,geo 59,99.32
2015-01-23,geo 6,2216.44
2015-01-23,geo 60,146.37
2015-01-23,geo 61,109.77
2015-01-23,geo 62,130.69
2015-01-23,geo 63,120.23
2015-01-23,geo 64,41.82
2015-01-23,geo 65,94.09
2015-01-23,geo 66,78.41
2015-01-23,geo 67,115.01
2015-01-23,geo 68,78.41
2015-01-23,geo 69,141.14
2015-01-23,geo 7,2002.11
2015-01-23,geo 70,62.73
2015-01-23,geo 71,104.55
2015-01-23,geo 72,67.96
2015-01-23,geo 73,47.04
2015-01-23,geo 74,94.09
2015-01-23,geo 75,52.28
2015-01-23,geo 76,36.59
2015-01-23,geo 77,88.87
2015-01-23,geo 78,26.14
2015-01-23,geo 79,62.73
2015-01-23,geo 8,1772.11
2015-01-23,geo 80,67.96
2015-01-23,geo 81,41.82
2015-01-23,geo 82,15.69
2015-01-23,geo 83,47.04
2015-01-23,geo 84,83.64
2015-01-23,geo 85,26.14
2015-01-23,geo 86,52.28
2015-01-23,geo 87,20.91
2015-01-23,geo 88,31.36
2015-01-23,geo 89,15.69
2015-01-23,geo 9,1442.78
2015-01-23,geo 90,67.96
2015-01-23,geo 91,57.5
2015-01-23,geo 92,26.14
2015-01-23,geo 93,15.69
2015-01-23,geo 94,10.45
2015-01-23,geo 95,20.91
2015-01-23,geo 96,26.14
2015-01-23,geo 97,15.69
2015-01-23,geo 98,20.91
2015-01-24,geo 1,2772.76
2015-01-24,geo 10,698.45
2015-01-24,geo 100,10.5
2015-01-24,geo 11,677.43
2015-01-24,geo 12,567.16
2015-01-24,geo 13,572.41
2015-01-24,geo 14,740.45
2015-01-24,geo 15,409.61
2015-01-24,geo 16,519.9
2015-01-24,geo 17,446.38
2015-01-24,geo 18,399.11
2015-01-24,geo 19,446.38
2015-01-24,geo 2,2552.19
2015-01-24,geo 20,372.85
2015-01-24,geo 21,320.34
2015-01-24,geo 22,283.57
2015-01-24,geo 23,294.08
2015-01-24,geo 24,257.32
2015-01-24,geo 25,357.1
2015-01-24,geo 26,168.05
2015-01-24,geo 27,257.32
2015-01-24,geo 28,173.29
2015-01-24,geo 29,189.05
2015-01-24,geo 3,2147.84
2015-01-24,geo 30,152.29
2015-01-24,geo 31,236.31
2015-01-24,geo 32,220.55
2015-01-24,geo 33,136.54
2015-01-24,geo 34,52.52
2015-01-24,geo 35,157.54
2015-01-24,geo 36,152.29
2015-01-24,geo 37,115.53
2015-01-24,geo 38,147.04
2015-01-24,geo 39,152.29
2015-01-24,geo 4,1711.97
2015-01-24,geo 40,78.77
2015-01-24,geo 41,147.04
2015-01-24,geo 42,147.04
2015-01-24,geo 43,147.04
2015-01-24,geo 44,84.02
2015-01-24,geo 45,126.03
2015-01-24,geo 46,105.03
2015-01-24,geo 47,63.02
2015-01-24,geo 48,110.28
2015-01-24,geo 49,99.78
2015-01-24,geo 5,1333.86
2015-01-24,geo 50,136.54
2015-01-24,geo 51,78.77
2015-01-24,geo 52,99.78
2015-01-24,geo 53,36.76
2015-01-24,geo 54,68.27
2015-01-24,geo 55,47.26
2015-01-24,geo 56,47.26
2015-01-24,geo 57,78.77
2015-01-24,geo 58,115.53
2015-01-24,geo 59,47.26
2015-01-24,geo 6,982.02
2015-01-24,geo 60,47.26
2015-01-24,geo 61,42.02
2015-01-24,geo 62,31.5
2015-01-24,geo 63,21
2015-01-24,geo 64,47.26
2015-01-24,geo 65,68.27
2015-01-24,geo 66,99.78
2015-01-24,geo 67,21
2015-01-24,geo 68,52.52
2015-01-24,geo 69,47.26
2015-01-24,geo 7,1003.02
2015-01-24,geo 70,57.76
2015-01-24,geo 71,31.5
2015-01-24,geo 72,36.76
2015-01-24,geo 73,42.02
2015-01-24,geo 74,15.76
2015-01-24,geo 75,21
2015-01-24,geo 76,31.5
2015-01-24,geo 77,26.26
2015-01-24,geo 78,36.76
2015-01-24,geo 79,42.02
2015-01-24,geo 8,1150.07
2015-01-24,geo 80,10.5
2015-01-24,geo 81,36.76
2015-01-24,geo 82,31.5
2015-01-24,geo 83,73.52
2015-01-24,geo 84,26.26
2015-01-24,geo 85,10.5
2015-01-24,geo 86,15.76
2015-01-24,geo 87,10.5
2015-01-24,geo 88,15.76
2015-01-24,geo 89,15.76
2015-01-24,geo 9,887.5
2015-01-24,geo 90,15.76
2015-01-24,geo 91,5.26
2015-01-24,geo 93,5.26
2015-01-24,geo 94,36.76
2015-01-24,geo 95,21
2015-01-24,geo 96,21
2015-01-24,geo 97,15.76
2015-01-24,geo 98,15.76
2015-01-24,geo 99,15.76
2015-01-25,geo 1,2906.75
2015-01-25,geo 10,664.7
2015-01-25,geo 11,638.33
2015-01-25,geo 12,532.82
2015-01-25,geo 13,485.34
2015-01-25,geo 14,754.38
2015-01-25,geo 15,548.65
2015-01-25,geo 16,569.75
2015-01-25,geo 17,453.68
2015-01-25,geo 18,432.59
2015-01-25,geo 19,427.31
2015-01-25,geo 2,2410.87
2015-01-25,geo 20,295.43
2015-01-25,geo 21,247.94
2015-01-25,geo 22,242.67
2015-01-25,geo 23,163.54
2015-01-25,geo 24,342.9
2015-01-25,geo 25,232.12
2015-01-25,geo 26,269.05
2015-01-25,geo 27,168.82
2015-01-25,geo 28,184.64
2015-01-25,geo 29,142.44
2015-01-25,geo 3,1830.57
2015-01-25,geo 30,195.19
2015-01-25,geo 31,137.16
2015-01-25,geo 32,121.33
2015-01-25,geo 33,221.56
2015-01-25,geo 34,89.68
2015-01-25,geo 35,131.89
2015-01-25,geo 36,158.26
2015-01-25,geo 37,142.44
2015-01-25,geo 38,121.33
2015-01-25,geo 39,131.89
2015-01-25,geo 4,1498.22
2015-01-25,geo 40,73.85
2015-01-25,geo 41,163.54
2015-01-25,geo 42,68.59
2015-01-25,geo 43,68.59
2015-01-25,geo 44,68.59
2015-01-25,geo 45,100.23
2015-01-25,geo 46,110.78
2015-01-25,geo 47,105.51
2015-01-25,geo 48,100.23
2015-01-25,geo 49,73.85
2015-01-25,geo 5,1150.04
2015-01-25,geo 50,68.59
2015-01-25,geo 51,126.61
2015-01-25,geo 52,68.59
2015-01-25,geo 53,94.95
2015-01-25,geo 54,52.76
2015-01-25,geo 55,89.68
2015-01-25,geo 56,121.33
2015-01-25,geo 57,52.76
2015-01-25,geo 58,89.68
2015-01-25,geo 59,47.48
2015-01-25,geo 6,933.75
2015-01-25,geo 60,36.93
2015-01-25,geo 61,58.03
2015-01-25,geo 62,73.85
2015-01-25,geo 63,5.28
2015-01-25,geo 64,31.65
2015-01-25,geo 65,58.03
2015-01-25,geo 66,63.3
2015-01-25,geo 67,10.55
2015-01-25,geo 68,31.65
2015-01-25,geo 69,42.21
2015-01-25,geo 7,1023.43
2015-01-25,geo 70,26.38
2015-01-25,geo 71,47.48
2015-01-25,geo 72,58.03
2015-01-25,geo 73,10.55
2015-01-25,geo 74,47.48
2015-01-25,geo 75,15.83
2015-01-25,geo 76,10.55
2015-01-25,geo 77,58.03
2015-01-25,geo 78,15.83
2015-01-25,geo 79,26.38
2015-01-25,geo 8,933.75
2015-01-25,geo 80,52.76
2015-01-25,geo 81,26.38
2015-01-25,geo 82,15.83
2015-01-25,geo 83,10.55
2015-01-25,geo 84,63.3
2015-01-25,geo 85,42.21
2015-01-25,geo 87,31.65
2015-01-25,geo 88,36.93
2015-01-25,geo 89,5.28
2015-01-25,geo 9,759.66
2015-01-25,geo 90,31.65
2015-01-25,geo 91,21.1
2015-01-25,geo 92,5.28
2015-01-25,geo 93,5.28
2015-01-25,geo 94,15.83
2015-01-25,geo 95,5.28
2015-01-25,geo 96,15.83
2015-01-25,geo 97,21.1
2015-01-25,geo 99,15.83
2015-01-26,geo 1,7599.33
2015-01-26,geo 10,1648.11
2015-01-26,geo 100,15.9
2015-01-26,geo 11,1542.13
2015-01-26,geo 12,1351.35
2015-01-26,geo 13,1499.73
2015-01-26,geo 14,1409.64
2015-01-26,geo 15,1452.04
2015-01-26,geo 16,1176.46
2015-01-26,geo 17,1197.67
2015-01-26,geo 18,863.8
2015-01-26,geo 19,842.61
2015-01-26,geo 2,6046.6
2015-01-26,geo 20,879.7
2015-01-26,geo 21,805.51
2015-01-26,geo 22,620.03
2015-01-26,geo 23,683.62
2015-01-26,geo 24,514.05
2015-01-26,geo 25,545.84
2015-01-26,geo 26,535.24
2015-01-26,geo 27,567.03
2015-01-26,geo 28,439.85
2015-01-26,geo 29,423.96
2015-01-26,geo 3,5230.51
2015-01-26,geo 30,355.06
2015-01-26,geo 31,381.56
2015-01-26,geo 32,360.36
2015-01-26,geo 33,333.86
2015-01-26,geo 34,365.66
2015-01-26,geo 35,238.47
2015-01-26,geo 36,370.96
2015-01-26,geo 37,259.68
2015-01-26,geo 38,344.46
2015-01-26,geo 39,275.56
2015-01-26,geo 4,4573.37
2015-01-26,geo 40,280.87
2015-01-26,geo 41,296.77
2015-01-26,geo 42,227.87
2015-01-26,geo 43,174.88
2015-01-26,geo 44,243.77
2015-01-26,geo 45,217.28
2015-01-26,geo 46,180.18
2015-01-26,geo 47,153.68
2015-01-26,geo 48,196.08
2015-01-26,geo 49,211.97
2015-01-26,geo 5,3147.84
2015-01-26,geo 50,169.58
2015-01-26,geo 51,127.19
2015-01-26,geo 52,211.97
2015-01-26,geo 53,164.28
2015-01-26,geo 54,121.88
2015-01-26,geo 55,174.88
2015-01-26,geo 56,111.28
2015-01-26,geo 57,174.88
2015-01-26,geo 58,169.58
2015-01-26,geo 59,79.49
2015-01-26,geo 6,2480.12
2015-01-26,geo 60,185.47
2015-01-26,geo 61,143.09
2015-01-26,geo 62,137.78
2015-01-26,geo 63,148.38
2015-01-26,geo 64,58.29
2015-01-26,geo 65,174.88
2015-01-26,geo 66,100.69
2015-01-26,geo 67,121.88
2015-01-26,geo 68,158.98
2015-01-26,geo 69,79.49
2015-01-26,geo 7,2543.71
2015-01-26,geo 70,95.38
2015-01-26,geo 71,153.68
2015-01-26,geo 72,105.99
2015-01-26,geo 73,79.49
2015-01-26,geo 74,100.69
2015-01-26,geo 75,90.09
2015-01-26,geo 76,84.79
2015-01-26,geo 77,100.69
2015-01-26,geo 78,47.69
2015-01-26,geo 79,68.9
2015-01-26,geo 8,2231.05
2015-01-26,geo 80,100.69
2015-01-26,geo 81,21.19
2015-01-26,geo 82,31.79
2015-01-26,geo 83,105.99
2015-01-26,geo 84,47.69
2015-01-26,geo 85,31.79
2015-01-26,geo 86,26.5
2015-01-26,geo 87,79.49
2015-01-26,geo 88,58.29
2015-01-26,geo 89,53
2015-01-26,geo 9,1828.29
2015-01-26,geo 90,47.69
2015-01-26,geo 91,10.6
2015-01-26,geo 92,15.9
2015-01-26,geo 93,74.19
2015-01-26,geo 94,21.19
2015-01-26,geo 95,53
2015-01-26,geo 96,53
2015-01-26,geo 97,53
2015-01-26,geo 98,37.09
2015-01-27,geo 1,6489.19
2015-01-27,geo 10,1400.04
2015-01-27,geo 100,10.64
2015-01-27,geo 11,1533.13
2015-01-27,geo 12,1282.94
2015-01-27,geo 13,1219.06
2015-01-27,geo 14,1160.49
2015-01-27,geo 15,1325.52
2015-01-27,geo 16,1128.56
2015-01-27,geo 17,1091.3
2015-01-27,geo 18,931.59
2015-01-27,geo 19,862.38
2015-01-27,geo 2,5562.92
2015-01-27,geo 20,633.48
2015-01-27,geo 21,580.25
2015-01-27,geo 22,558.95
2015-01-27,geo 23,553.63
2015-01-27,geo 24,548.31
2015-01-27,geo 25,415.22
2015-01-27,geo 26,425.87
2015-01-27,geo 27,447.16
2015-01-27,geo 28,420.55
2015-01-27,geo 29,425.87
2015-01-27,geo 3,4572.78
2015-01-27,geo 30,324.73
2015-01-27,geo 31,266.17
2015-01-27,geo 32,335.38
2015-01-27,geo 33,346.02
2015-01-27,geo 34,250.19
2015-01-27,geo 35,308.76
2015-01-27,geo 36,292.78
2015-01-27,geo 37,260.85
2015-01-27,geo 38,212.93
2015-01-27,geo 39,207.61
2015-01-27,geo 4,4216.11
2015-01-27,geo 40,271.49
2015-01-27,geo 41,196.97
2015-01-27,geo 42,202.29
2015-01-27,geo 43,308.76
2015-01-27,geo 44,181
2015-01-27,geo 45,271.49
2015-01-27,geo 46,154.38
2015-01-27,geo 47,159.7
2015-01-27,geo 48,191.64
2015-01-27,geo 49,191.64
2015-01-27,geo 5,3167.41
2015-01-27,geo 50,159.7
2015-01-27,geo 51,196.97
2015-01-27,geo 52,223.58
2015-01-27,geo 53,234.23
2015-01-27,geo 54,191.64
2015-01-27,geo 55,106.47
2015-01-27,geo 56,79.85
2015-01-27,geo 57,95.82
2015-01-27,geo 58,138.41
2015-01-27,geo 59,196.97
2015-01-27,geo 6,2198.55
2015-01-27,geo 60,207.61
2015-01-27,geo 61,111.79
2015-01-27,geo 62,138.41
2015-01-27,geo 63,133.09
2015-01-27,geo 64,117.12
2015-01-27,geo 65,138.41
2015-01-27,geo 66,85.17
2015-01-27,geo 67,122.43
2015-01-27,geo 68,149.05
2015-01-27,geo 69,85.17
2015-01-27,geo 7,2219.84
2015-01-27,geo 70,106.47
2015-01-27,geo 71,170.35
2015-01-27,geo 72,74.53
2015-01-27,geo 73,69.21
2015-01-27,geo 74,74.53
2015-01-27,geo 75,58.55
2015-01-27,geo 76,85.17
2015-01-27,geo 77,106.47
2015-01-27,geo 78,74.53
2015-01-27,geo 79,58.55
2015-01-27,geo 8,2193.23
2015-01-27,geo 80,47.91
2015-01-27,geo 81,37.26
2015-01-27,geo 82,95.82
2015-01-27,geo 83,15.97
2015-01-27,geo 84,47.91
2015-01-27,geo 85,58.55
2015-01-27,geo 86,117.12
2015-01-27,geo 87,79.85
2015-01-27,geo 88,31.93
2015-01-27,geo 89,26.62
2015-01-27,geo 9,1708.8
2015-01-27,geo 90,31.93
2015-01-27,geo 91,21.29
2015-01-27,geo 92,58.55
2015-01-27,geo 93,37.26
2015-01-27,geo 94,42.59
2015-01-27,geo 95,21.29
2015-01-27,geo 96,21.29
2015-01-27,geo 97,37.26
2015-01-27,geo 98,15.97
2015-01-27,geo 99,21.29
2015-01-28,geo 1,5892.79
2015-01-28,geo 10,1331.49
2015-01-28,geo 100,5.35
2015-01-28,geo 11,1352.89
2015-01-28,geo 12,1251.28
2015-01-28,geo 13,1219.2
2015-01-28,geo 14,1155.03
2015-01-28,geo 15,1090.86
2015-01-28,geo 16,1053.43
2015-01-28,geo 17,951.83
2015-01-28,geo 18,780.71
2015-01-28,geo 19,727.24
2015-01-28,geo 2,5213.67
2015-01-28,geo 20,796.76
2015-01-28,geo 21,550.78
2015-01-28,geo 22,497.3
2015-01-28,geo 23,465.22
2015-01-28,geo 24,401.05
2015-01-28,geo 25,443.83
2015-01-28,geo 26,524.04
2015-01-28,geo 27,385.01
2015-01-28,geo 28,352.92
2015-01-28,geo 29,267.37
2015-01-28,geo 3,4144.2
2015-01-28,geo 30,342.23
2015-01-28,geo 31,368.96
2015-01-28,geo 32,288.75
2015-01-28,geo 33,336.89
2015-01-28,geo 34,235.29
2015-01-28,geo 35,310.15
2015-01-28,geo 36,208.55
2015-01-28,geo 37,262.02
2015-01-28,geo 38,240.63
2015-01-28,geo 39,176.46
2015-01-28,geo 4,3716.41
2015-01-28,geo 40,160.42
2015-01-28,geo 41,112.29
2015-01-28,geo 42,171.12
2015-01-28,geo 43,176.46
2015-01-28,geo 44,203.2
2015-01-28,geo 45,149.72
2015-01-28,geo 46,171.12
2015-01-28,geo 47,155.07
2015-01-28,geo 48,197.86
2015-01-28,geo 49,176.46
2015-01-28,geo 5,2550.69
2015-01-28,geo 50,171.12
2015-01-28,geo 51,192.5
2015-01-28,geo 52,176.46
2015-01-28,geo 53,149.72
2015-01-28,geo 54,144.38
2015-01-28,geo 55,90.91
2015-01-28,geo 56,160.42
2015-01-28,geo 57,165.77
2015-01-28,geo 58,112.29
2015-01-28,geo 59,64.17
2015-01-28,geo 6,2235.2
2015-01-28,geo 60,101.6
2015-01-28,geo 61,133.69
2015-01-28,geo 62,144.38
2015-01-28,geo 63,69.52
2015-01-28,geo 64,58.82
2015-01-28,geo 65,74.86
2015-01-28,geo 66,165.77
2015-01-28,geo 67,149.72
2015-01-28,geo 68,106.95
2015-01-28,geo 69,53.48
2015-01-28,geo 7,1957.13
2015-01-28,geo 70,80.21
2015-01-28,geo 71,90.91
2015-01-28,geo 72,69.52
2015-01-28,geo 73,80.21
2015-01-28,geo 74,48.12
2015-01-28,geo 75,80.21
2015-01-28,geo 76,37.43
2015-01-28,geo 77,58.82
2015-01-28,geo 78,53.48
2015-01-28,geo 79,26.74
2015-01-28,geo 8,1957.13
2015-01-28,geo 80,37.43
2015-01-28,geo 81,64.17
2015-01-28,geo 82,96.25
2015-01-28,geo 83,48.12
2015-01-28,geo 84,53.48
2015-01-28,geo 85,16.04
2015-01-28,geo 86,32.08
2015-01-28,geo 87,16.04
2015-01-28,geo 88,37.43
2015-01-28,geo 89,74.86
2015-01-28,geo 9,1582.82
2015-01-28,geo 90,16.04
2015-01-28,geo 91,10.69
2015-01-28,geo 92,58.82
2015-01-28,geo 93,26.74
2015-01-28,geo 94,26.74
2015-01-28,geo 95,16.04
2015-01-28,geo 96,21.39
2015-01-28,geo 97,21.39
2015-01-28,geo 99,10.69
2015-01-29,geo 1,4828.82
2015-01-29,geo 10,1213.92
2015-01-29,geo 100,10.74
2015-01-29,geo 11,1165.58
2015-01-29,geo 12,1068.89
2015-01-29,geo 13,939.98
2015-01-29,geo 14,907.76
2015-01-29,geo 15,1052.78
2015-01-29,geo 16,854.04
2015-01-29,geo 17,741.24
2015-01-29,geo 18,757.36
2015-01-29,geo 19,633.82
2015-01-29,geo 2,4103.7
2015-01-29,geo 20,617.7
2015-01-29,geo 21,467.31
2015-01-29,geo 22,440.45
2015-01-29,geo 23,370.62
2015-01-29,geo 24,392.11
2015-01-29,geo 25,338.4
2015-01-29,geo 26,354.5
2015-01-29,geo 27,273.94
2015-01-29,geo 28,311.54
2015-01-29,geo 29,279.31
2015-01-29,geo 3,3351.71
2015-01-29,geo 30,273.94
2015-01-29,geo 31,198.74
2015-01-29,geo 32,386.74
2015-01-29,geo 33,295.42
2015-01-29,geo 34,257.82
2015-01-29,geo 35,273.94
2015-01-29,geo 36,198.74
2015-01-29,geo 37,214.85
2015-01-29,geo 38,166.51
2015-01-29,geo 39,139.65
2015-01-29,geo 4,3142.23
2015-01-29,geo 40,145.03
2015-01-29,geo 41,145.03
2015-01-29,geo 42,118.17
2015-01-29,geo 43,220.23
2015-01-29,geo 44,150.39
2015-01-29,geo 45,177.25
2015-01-29,geo 46,161.13
2015-01-29,geo 47,161.13
2015-01-29,geo 48,230.97
2015-01-29,geo 49,166.51
2015-01-29,geo 5,2449.33
2015-01-29,geo 50,171.89
2015-01-29,geo 51,64.46
2015-01-29,geo 52,145.03
2015-01-29,geo 53,118.17
2015-01-29,geo 54,150.39
2015-01-29,geo 55,112.8
2015-01-29,geo 56,155.77
2015-01-29,geo 57,107.43
2015-01-29,geo 58,107.43
2015-01-29,geo 59,139.65
2015-01-29,geo 6,1831.63
2015-01-29,geo 60,118.17
2015-01-29,geo 61,59.08
2015-01-29,geo 62,80.57
2015-01-29,geo 63,59.08
2015-01-29,geo 64,85.94
2015-01-29,geo 65,85.94
2015-01-29,geo 66,64.46
2015-01-29,geo 67,107.43
2015-01-29,geo 68,37.6
2015-01-29,geo 69,80.57
2015-01-29,geo 7,1885.34
2015-01-29,geo 70,85.94
2015-01-29,geo 71,64.46
2015-01-29,geo 72,69.83
2015-01-29,geo 73,80.57
2015-01-29,geo 74,26.86
2015-01-29,geo 75,21.48
2015-01-29,geo 76,53.72
2015-01-29,geo 77,32.22
2015-01-29,geo 78,75.2
2015-01-29,geo 79,10.74
2015-01-29,geo 8,1622.14
2015-01-29,geo 80,42.97
2015-01-29,geo 81,37.6
2015-01-29,geo 82,59.08
2015-01-29,geo 83,48.34
2015-01-29,geo 84,21.48
2015-01-29,geo 85,32.22
2015-01-29,geo 86,59.08
2015-01-29,geo 87,16.12
2015-01-29,geo 88,26.86
2015-01-29,geo 89,21.48
2015-01-29,geo 9,1342.84
2015-01-29,geo 90,5.38
2015-01-29,geo 91,5.38
2015-01-29,geo 92,37.6
2015-01-29,geo 93,37.6
2015-01-29,geo 94,21.48
2015-01-29,geo 95,42.97
2015-01-29,geo 96,32.22
2015-01-29,geo 99,5.38
2015-01-30,geo 1,1839.8
2015-01-30,geo 10,431.63
2015-01-30,geo 11,453.21
2015-01-30,geo 12,361.49
2015-01-30,geo 13,410.04
2015-01-30,geo 14,318.32
2015-01-30,geo 15,356.08
2015-01-30,geo 16,480.18
2015-01-30,geo 17,215.81
2015-01-30,geo 18,264.38
2015-01-30,geo 19,242.79
2015-01-30,geo 2,1634.78
2015-01-30,geo 20,178.04
2015-01-30,geo 21,242.79
2015-01-30,geo 22,291.34
2015-01-30,geo 23,253.58
2015-01-30,geo 24,221.21
2015-01-30,geo 25,124.09
2015-01-30,geo 26,183.44
2015-01-30,geo 27,145.68
2015-01-30,geo 28,107.91
2015-01-30,geo 29,107.91
2015-01-30,geo 3,1370.41
2015-01-30,geo 30,97.11
2015-01-30,geo 31,80.93
2015-01-30,geo 32,75.53
2015-01-30,geo 33,86.32
2015-01-30,geo 34,80.93
2015-01-30,geo 35,91.72
2015-01-30,geo 36,43.17
2015-01-30,geo 37,75.53
2015-01-30,geo 38,118.7
2015-01-30,geo 39,75.53
2015-01-30,geo 4,1057.48
2015-01-30,geo 40,53.95
2015-01-30,geo 41,102.51
2015-01-30,geo 42,59.34
2015-01-30,geo 43,59.34
2015-01-30,geo 44,64.74
2015-01-30,geo 45,97.11
2015-01-30,geo 46,37.77
2015-01-30,geo 47,48.55
2015-01-30,geo 48,43.17
2015-01-30,geo 49,91.72
2015-01-30,geo 5,868.65
2015-01-30,geo 50,43.17
2015-01-30,geo 51,64.74
2015-01-30,geo 52,32.37
2015-01-30,geo 53,53.95
2015-01-30,geo 54,26.98
2015-01-30,geo 55,53.95
2015-01-30,geo 56,37.77
2015-01-30,geo 57,48.55
2015-01-30,geo 58,37.77
2015-01-30,geo 59,53.95
2015-01-30,geo 6,636.65
2015-01-30,geo 60,37.77
2015-01-30,geo 61,70.14
2015-01-30,geo 62,32.37
2015-01-30,geo 63,26.98
2015-01-30,geo 64,43.17
2015-01-30,geo 65,43.17
2015-01-30,geo 66,10.79
2015-01-30,geo 67,43.17
2015-01-30,geo 68,32.37
2015-01-30,geo 69,32.37
2015-01-30,geo 7,695.99
2015-01-30,geo 70,37.77
2015-01-30,geo 71,16.19
2015-01-30,geo 72,64.74
2015-01-30,geo 73,32.37
2015-01-30,geo 74,53.95
2015-01-30,geo 75,26.98
2015-01-30,geo 76,10.79
2015-01-30,geo 77,5.4
2015-01-30,geo 78,5.4
2015-01-30,geo 79,37.77
2015-01-30,geo 8,685.2
2015-01-30,geo 80,10.79
2015-01-30,geo 81,26.98
2015-01-30,geo 82,26.98
2015-01-30,geo 83,26.98
2015-01-30,geo 84,32.37
2015-01-30,geo 85,5.4
2015-01-30,geo 86,5.4
2015-01-30,geo 87,16.19
2015-01-30,geo 88,21.58
2015-01-30,geo 89,10.79
2015-01-30,geo 9,474.78
2015-01-30,geo 90,21.58
2015-01-30,geo 91,5.4
2015-01-30,geo 92,21.58
2015-01-30,geo 95,5.4
2015-01-30,geo 97,32.37
2015-01-30,geo 98,5.4
2015-01-31,geo 1,2146.04
2015-01-31,geo 10,579.86
2015-01-31,geo 11,531.09
2015-01-31,geo 12,493.15
2015-01-31,geo 13,520.25
2015-01-31,geo 14,471.48
2015-01-31,geo 15,401.03
2015-01-31,geo 16,449.8
2015-01-31,geo 17,384.76
2015-01-31,geo 18,352.25
2015-01-31,geo 19,314.32
2015-01-31,geo 2,1717.92
2015-01-31,geo 20,157.16
2015-01-31,geo 21,205.93
2015-01-31,geo 22,222.19
2015-01-31,geo 23,238.45
2015-01-31,geo 24,157.16
2015-01-31,geo 25,119.23
2015-01-31,geo 26,243.87
2015-01-31,geo 27,146.32
2015-01-31,geo 28,108.39
2015-01-31,geo 29,146.32
2015-01-31,geo 3,1636.62
2015-01-31,geo 30,168
2015-01-31,geo 31,146.32
2015-01-31,geo 32,146.32
2015-01-31,geo 33,151.74
2015-01-31,geo 34,157.16
2015-01-31,geo 35,75.87
2015-01-31,geo 36,151.74
2015-01-31,geo 37,108.39
2015-01-31,geo 38,102.97
2015-01-31,geo 39,86.7
2015-01-31,geo 4,1246.44
2015-01-31,geo 40,113.8
